Base Dataset,SERIES Code,SERIES Description,REF_AREA Code,REF_AREA Description,TIME_PERIOD,TIME_DETAIL,OBS_VALUE,UNIT_MEASURE Code,UNIT_MEASURE Description,Sex code,Sex,Nature code,Reporting Type code,Reporting Type,Type of Occupation code,Type of Occupation,SOURCE_DETAIL,COMMENT_OBS
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2002","2002","2911","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2002","2002","3102","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2003","2003","2748","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2003","2003","2692","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2003","2003","2839","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2004","2004","3128","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2004","2004","3108","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2004","2004","3074","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2005","2005","3305","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2005","2005","3276","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","170","Colombia","2005","2005","3354","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Continuous Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: COL - Colombian peso(COP)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2000","2000","695","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2000","2000","686","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2000","2000","689","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2001","2001","800","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2001","2001","805","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2001","2001","803","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2004","2004","1019","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2004","2004","995","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2004","2004","1003","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2005","2005","1084","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2005","2005","1147","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2005","2005","1125","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2008","2008","1670","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2008","2008","1774","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2008","2008","1735","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2009","2009","2028","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2009","2009","2027","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2009","2009","2030","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Household Survey of Multiple Purposes","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2010","2010","2048","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2010","2010","2145","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2010","2010","2110","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Household Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2012","2012","2422.3","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2012","2012","2520.8","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2012","2012","2353.2","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2013","2013","2736.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: CRI - Colon(CRC)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","188","Costa Rica","2013","2013","2624.1","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: CRI - Colon(CRC)"
